USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,Link start,Link end,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Diana checked,Diana checked,AGREE_FOR,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6753,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2001,1999,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,6754,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1991,Yes,Low,Disagree - major,,,No spot image,,"Unsure whether land actually cleared, or just a very dry year; cause/type of clearing also unclear",,NA,NA,NA,
Diana checked,Diana checked,OMISSION,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6762,Primary degraded,High,Belukar,CLEAR_AB,High,1995,1994,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1991,Yes,High,Disagree - major,,,,"Near smallholder farming, but pixel itself not used",,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,Boundary pixel,Sulawesi,6769,Primary degraded,High,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6775,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,"First cloud free image in 1994, pixel had just been cleared",Sulawesi,6778,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6779,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1997,1996,Degraded - Nearby clearing,High,1999,1998,Degraded - Nearby clearing,Low,2005,2004,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6782,Primary intact,Low,Hutan Primer,PIN,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,"Area appears very dry in 1994 (first image), possible degradation by fire, but more likely just affected by drought"
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,6792,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1991,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,First cloud free image in 1994,Sulawesi,6799,Non Forest,Low,Pertanian Lahan Kering,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,"No image until 1994; high confidence the pixel was non forest in 1994, but unsure about the 1990 land cover"
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6804,Primary intact,High,Hutan Sekunder,DEG_FI,Low,1999,1997,Degraded - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,"Disturbance definitely occurred in 1999, unclear whether the pixel was cleared or just degraded; cause also unclear"
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6807,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1996,No,High,Disagree - minor,,Sample complete!,image not available until 1995,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,"Natural landscape, but no tree cover in pixel",Sulawesi,6815,Non Forest,High,Belukar,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Agree,,Sample complete!,"image not available until 1993, but in google earth since 1990 was non forest",,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6819,Primary degraded,High,Perkebunan,CLEAR_PE,High,1999,1997,Cleared - Abandoned/transitional,High,2005,2004,Cleared - Abandoned/transitional,High,2013,2012,Cleared - Palm estates,Low,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1994,Yes,High,Disagree - major,,image not available until 1993,Sawit,,,,NA,NA,NA,Unclear if pixel was planted after 2013 clearing
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,6820,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7269,Primary intact,Low,Hutan Primer,PIN,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1991,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,"Forest on the edge of savanna, unclear if clearing adjacent to pixel is natural or was actively cleared"
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,"Part of a shifting cultivation landscape, had probably been cleared prior to 1990",Sulawesi,7274,Non Forest,High,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1995,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7278,Primary degraded,Low,Hutan Sekunder,DEG_NE,Low,2008,2007,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7282,Non Forest,Low,Pertanian Lahan Kering,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1991,No,Low,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7286,Non Forest,High,Belukar,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1990,No,Low,Disagree - major,,Sample complete!,,,,,NA,NA,NA,Forest near agricultural land
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7289,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7290,Non Forest,Low,Sawah,NON,Low,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,Low,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,Unsure about this one,Sulawesi,7291,Non Forest,Low,Belukar,NON,Low,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1991,Yes,High,Disagree - major,,,,,,,NA,NA,NA,Unsure about 1990 land cover - primary intact or primary degraded
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,Unsure about this one,Sulawesi,7296,Non Forest,Low,Belukar,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7299,Primary intact,High,Hutan Sekunder,DEG_NE,High,2002,2001,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7304,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7307,Non Forest,Low,Belukar,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7312,Primary intact,Low,Hutan Sekunder,DEG_SL,Low,2016,2015,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,Yes,Low,Disagree - major,,,,,,,NA,NA,NA,"Unclear whether selective logging took place in 2016, or whether it was just a dry year"
Diana checked,Diana checked,AGREE_FOR,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7314,Primary intact,High,Belukar,CLEAR_AB,Low,1998,1995,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Disagree - major,,,,"Unsure if the pixel was cleared, or if the clearing was adjacent to the pixel",,,NA,NA,NA,Unclear if pixel was cleared or just degraded in 1998
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7317,Non Forest,Low,Belukar,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1995,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7441,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7446,Primary intact,High,Hutan Sekunder,DEG_NE,High,2000,1999,Degraded - Nearby clearing,High,2005,2004,Degraded - Nearby clearing,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1991,Yes,High,Disagree - major,,,start 91,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_NON,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7447,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,Karst,Sulawesi,7454,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,"Karst forest (small trees, but natural, undisturbed area)"
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7459,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7461,Primary degraded,High,Belukar,CLEAR_AB,High,2002,2001,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1995,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7468,Non Forest,Low,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1997,Yes,High,Disagree - minor,,,start 97,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,No edits needed,,Sulawesi,7479,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - minor,,Sample complete!,data 90-93 tidak ada,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sulawesi_sample,.html,Edited entry,,Sulawesi,7482,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,Yes,Low,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7486,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1991,No,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Natural forest, nearby rubber plantation has a very different texture from remaining trees near pixel",Sumatera,7491,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,Low,1998,1997,Degraded - Selective Logging,High,2001,2000,Cleared - Small-holder land use,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Confident this is a natural wetland forest, not rubber",Sumatera,7495,Primary intact,High,Belukar Rawa,CLEAR_AB,High,2006,2005,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Pretty sure this is rubber,Sumatera,7496,Non Forest,High,Perkebunan,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Natural wetland forest,Sumatera,7497,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,Low,1992,1990,Cleared - Small-holder land use,High,2005,2004,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,Diana edited,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Natural forest in 1990 (in this area generally, Yazid said there was a fair amount of natural forest in the early 1990s)",Sumatera,7500,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2000,1999,Degraded - Nearby clearing,High,2001,2000,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7505,Primary degraded,Low,Perkebunan,CLEAR_PE,Low,1992,1991,Cleared - Abandoned/transitional,High,2004,2003,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7507,Primary intact,High,Hutan Sekunder,DEG_NE,High,1993,1991,Degraded - Nearby clearing,High,2011,2010,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,Diana edited,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Wetland,Sumatera,7510,Primary degraded,High,Perkebunan,CLEAR_PE,Low,2008,2007,Degraded - Nearby clearing,High,2012,2010,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Mangrove forest,Sumatera,7512,Primary intact,High,Hutan Mangrove,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7517,Non Forest,High,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - minor,,"Pixel in 1990 and 1991 have cloud cover, first identification in 1992",,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Pixel adjacent to logging road,Sumatera,7521,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1999,1995,Degraded - Selective Logging,High,2004,2002,Cleared - Tree plantations,High,2011,2010,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - major,,"Pixel di tahun 1990 & 1991 berwarna hitam, identifikasi pertama di tahun 1992",HTI,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7523,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1995,1993,Degraded - Nearby clearing,Low,1998,1997,Cleared - Fire,High,2004,2003,Cleared - Tree plantations,High,2007,2006,Cleared - Tree plantations,High,2013,2012,Cleared - Tree plantations,High,NA,NA,NA,NA,No,2016,1990,Yes,High,Disagree - major,,,HTI,,,"terjadi perubahan juga di tahun 2005, 2007, 2008, 2013, 2015",,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Not sure if the 1998 fire just degraded or cleared the forest,Sumatera,7526,Primary intact,Low,Belukar,CLEAR_FI,High,1998,1997,Cleared - Fire,Low,2007,2006,Cleared - Fire,High,2016,2015,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1995,Yes,High,Disagree - major,,"identifikasi pertama tahun 1995, pixel 1990-1994 berwarna hitam",,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7528,Primary degraded,High,Perkebunan,CLEAR_PE,High,1996,1992,Degraded - Nearby clearing,High,1998,1997,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2011,1992,Yes,High,Disagree - major,,"identifikasi pertama tahun 1992, tahun 1990-1991 pixel berwarna hitam",,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7532,Primary intact,High,Belukar,CLEAR_AB,High,1998,1996,Cleared - Abandoned/transitional,High,2007,2006,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7534,Primary degraded,High,Perkebunan,CLEAR_PE,Low,1993,1992,Cleared - Small-holder land use,High,2007,2006,Cleared - Small-holder land use,Low,2015,2014,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7543,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1993,1991,Cleared - Small-holder land use,High,1997,1996,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,Kebun campur,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990??,Sumatera,7557,Non Forest,High,Perkebunan,NON,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1991,Yes,High,Disagree - major,,"identifikasi pertama tahun 1991, tahun 1990 pixel berwarna hitam",Sawit,,,,,,NA,
Diana checked,Diana checked,AGREE_NON,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7560,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
